Age,Gender,Height,Weight,BMI,Calories,WorkoutDuration,Steps,SleepHours,WaterIntake,ActivityLevel,FatLoss,WeightLoss
35,Female,170.3,86.3,29.75,1333,52,4420,8.1,3.7,Low,6.8,7.17
41,Male,169.4,79.5,27.7,1804,40,4376,7.3,3.1,High,7.25,7.91
48,Male,176.8,83.3,26.67,2983,36,6942,6.7,4.4,High,4.29,4.88
48,Female,169.1,84.1,29.4,2160,72,6775,7.0,2.4,Moderate,5.78,6.05
19,Female,157.3,64.8,26.18,3411,93,8992,5.4,4.5,High,5.69,6.26
59,Male,171.6,72.1,24.49,1660,0,5400,6.8,0.9,Low,3.09,3.51
47,Male,179.7,69.5,21.5,3081,79,9986,8.3,2.0,Low,6.22,6.96
65,Male,172.6,123.2,41.35,1994,45,9902,7.0,1.5,Low,7.7,8.1
40,Female,157.6,96.4,38.81,2731,51,13646,6.2,3.4,Low,5.76,6.11
47,Female,155.3,81.0,33.6,2152,82,6283,6.1,1.6,Low,5.93,5.95
39,Male,180.9,102.6,31.35,2357,0,9179,7.0,3.6,High,4.19,5.56
60,Female,166.3,100.3,36.26,2597,67,10120,5.5,3.3,High,7.55,8.0
57,Female,174.0,53.2,17.55,1993,80,7974,5.9,2.9,Moderate,5.88,6.08
61,Female,149.9,74.0,32.92,2700,25,7259,8.8,2.6,Moderate,4.56,5.37
42,Male,173.5,77.7,25.8,2167,5,1000,5.8,1.7,Low,3.68,4.35
55,Male,161.8,89.0,34.01,2389,90,8291,6.0,3.2,Low,5.18,5.97
35,Male,168.5,74.0,26.06,1100,0,10084,7.3,2.2,Moderate,5.5,6.32
40,Male,165.1,76.2,27.95,2131,56,7797,6.5,3.4,Moderate,6.17,7.15
54,Male,185.8,69.7,20.18,2931,73,5262,7.1,4.0,Moderate,4.7,4.93
21,Male,166.1,96.9,35.13,2647,56,2122,8.0,2.4,Moderate,5.77,6.42
52,Male,163.7,52.0,19.41,2743,60,9585,5.1,3.9,High,5.36,5.41
18,Female,161.9,70.3,26.83,2326,37,8115,7.9,2.9,Low,5.27,5.76
45,Male,187.5,45.0,12.8,3138,57,12864,6.3,3.2,Low,4.47,5.3
40,Female,163.9,59.5,22.14,2444,25,2927,6.7,1.5,Low,3.56,3.85
40,Male,173.7,83.7,27.75,1969,28,6353,9.3,2.1,High,5.33,6.71
41,Female,160.3,84.1,32.7,2727,45,3375,5.3,2.1,Moderate,4.75,5.36
41,Male,181.0,72.4,22.08,2761,1,11588,7.7,3.9,Moderate,4.14,4.14
37,Female,168.5,98.2,34.61,2614,61,12336,8.4,2.4,High,6.81,7.66
39,Female,163.7,102.4,38.18,2098,0,14729,6.2,3.3,Moderate,3.84,5.21
45,Male,177.6,76.8,24.32,2440,55,9824,6.2,2.6,Low,5.4,5.4
54,Female,171.4,82.5,28.1,2996,57,10762,6.6,2.4,Low,5.16,6.01
44,Male,169.0,69.9,24.45,2538,22,9526,6.2,1.4,Moderate,4.04,4.29
48,Female,158.5,89.3,35.56,1561,10,10005,7.1,1.0,Moderate,6.23,6.81
58,Male,184.4,56.5,16.62,1985,33,8171,8.1,2.4,High,5.62,5.76
65,Male,177.5,110.3,35.02,1962,62,10165,6.6,2.4,Low,7.49,8.39
23,Male,158.6,98.5,39.18,1922,54,15489,8.1,1.9,Moderate,8.21,8.7
52,Female,164.2,56.4,20.93,1244,13,8765,8.7,2.8,Low,5.03,6.04
28,Male,168.6,63.8,22.45,3245,47,8084,7.5,4.5,High,5.38,5.62
27,Female,164.0,85.6,31.81,1861,52,8693,7.6,4.0,Low,8.13,8.66
56,Male,164.0,71.9,26.74,1898,51,7478,6.3,2.7,Low,5.54,5.54
21,Male,172.0,87.8,29.67,1329,17,8862,4.0,2.7,Moderate,5.56,7.07
58,Male,188.1,71.5,20.21,2733,49,7359,7.7,3.2,High,5.44,6.71
54,Female,165.6,105.4,38.43,2254,70,12003,8.0,2.9,Low,6.62,7.98
65,Female,170.1,78.1,27.02,2124,60,11654,7.3,3.2,Low,7.43,8.57
50,Male,165.9,121.6,44.19,2150,56,15580,8.1,2.9,Low,7.56,7.95
59,Female,158.8,88.8,35.25,2593,90,7917,6.3,2.7,High,6.09,6.67
23,Male,164.2,53.7,19.93,2059,49,9010,7.6,2.1,Moderate,6.47,7.17
60,Male,160.6,115.6,44.82,1305,21,8864,8.8,3.0,High,6.82,7.55
25,Female,173.6,97.8,32.43,1654,21,8698,7.8,0.8,Low,5.68,5.9
33,Male,177.1,84.8,27.06,1628,49,11954,8.6,2.9,Moderate,8.5,8.7
24,Male,166.3,89.6,32.42,2437,4,2312,8.6,0.8,Moderate,4.39,4.52
37,Female,163.9,56.6,21.06,2765,36,9612,5.5,2.9,Low,3.67,4.12
53,Male,185.8,45.5,13.19,3032,57,14985,7.9,1.8,Moderate,5.06,5.54
30,Female,161.2,77.2,29.74,1482,77,12770,6.2,3.8,Moderate,8.2,8.64
57,Female,156.5,102.8,41.99,2610,1,12369,5.7,2.7,Low,3.45,4.14
47,Female,155.2,85.1,35.33,1992,47,10947,6.7,2.6,Moderate,7.34,7.45
48,Female,174.1,108.8,35.88,3761,43,5914,9.1,3.0,Moderate,3.88,4.18
63,Female,162.8,101.8,38.4,2991,46,5375,6.3,1.9,Moderate,4.32,4.66
38,Male,157.9,78.4,31.42,3150,48,5402,4.9,3.7,Moderate,4.35,5.24
34,Female,171.7,99.3,33.69,2701,44,4015,5.3,3.3,High,5.39,6.06
65,Female,159.1,105.4,41.63,2490,83,11313,7.6,2.1,Moderate,7.09,7.81
44,Female,165.0,76.6,28.13,2098,79,13139,6.1,1.7,Moderate,7.08,7.35
47,Male,171.2,74.2,25.31,2000,105,9520,4.5,2.3,Low,7.21,7.83
32,Female,153.9,80.5,34.0,1899,44,10816,5.3,2.5,Moderate,6.19,6.52
28,Female,160.7,45.0,17.42,2608,33,9027,7.2,1.6,Low,4.54,4.88
26,Male,171.7,83.0,28.16,3080,17,9990,7.9,2.2,Low,3.24,3.97
28,Female,158.5,91.0,36.21,2121,30,1000,6.5,2.1,Moderate,4.69,5.07
27,Male,175.7,80.6,26.1,1938,65,9101,7.8,2.4,High,8.5,9.06
53,Male,177.0,84.2,26.86,1558,69,6510,8.1,2.4,Low,7.61,8.12
20,Female,176.8,77.2,24.71,2422,63,7859,6.1,3.0,Moderate,4.96,5.15
48,Male,179.5,45.0,13.96,2914,26,8790,6.9,2.6,Low,3.35,3.75
63,Male,182.5,107.9,32.42,2939,26,5495,6.3,3.0,Low,3.96,4.37
54,Male,182.0,71.4,21.56,2989,99,4235,7.6,2.8,Moderate,4.98,5.45
37,Male,177.4,66.9,21.25,2507,21,5389,6.3,2.4,Low,3.42,3.42
20,Female,160.1,102.4,39.99,2345,84,2930,5.5,3.2,High,5.8,6.15
58,Female,166.7,95.6,34.42,2941,56,3956,7.1,0.8,Low,4.16,5.08
18,Female,167.1,82.9,29.7,1744,24,4437,8.3,2.3,Moderate,6.1,6.85
50,Male,183.7,91.8,27.2,2079,11,2977,7.6,2.1,Low,4.64,5.1
50,Female,169.6,57.2,19.88,3155,25,9850,8.2,2.7,Low,3.06,3.25
27,Female,170.9,76.5,26.21,1762,56,4848,8.1,2.0,Moderate,6.89,7.52
53,Female,167.7,101.3,36.02,2282,19,1478,7.1,3.1,Moderate,4.86,5.8
26,Male,171.3,65.8,22.42,2615,88,6595,6.3,3.3,Low,4.27,5.4
28,Male,178.1,60.0,18.93,2341,39,4103,6.0,1.4,Low,3.47,3.89
56,Female,165.5,79.4,29.0,2874,64,13106,5.1,2.8,Low,5.52,5.74
64,Female,156.3,79.8,32.68,3062,62,8465,8.4,1.4,High,5.56,6.33
30,Male,162.9,89.7,33.79,2539,90,2853,6.6,3.0,High,5.5,6.23
62,Female,147.8,53.2,24.34,2995,32,9990,5.0,2.2,Low,3.83,4.44
61,Male,172.9,45.0,15.05,1835,47,8297,8.5,1.9,Low,6.06,6.44
54,Male,167.3,94.6,33.81,2221,5,7164,7.1,1.1,Low,4.75,4.89
24,Female,153.7,58.5,24.76,3502,47,13511,8.2,2.5,Moderate,5.4,6.24
32,Female,169.3,67.0,23.38,3271,76,4585,6.7,1.6,Low,3.67,4.59
50,Male,167.9,45.0,15.96,1661,51,11623,6.0,1.3,Low,6.49,6.97
65,Female,171.4,96.4,32.8,2293,109,6566,7.5,2.8,Moderate,6.98,8.18
57,Female,164.6,84.3,31.12,2368,59,7935,7.6,3.5,Moderate,6.23,6.92
38,Male,169.7,83.6,29.03,2508,29,5375,6.7,3.0,Moderate,4.42,4.96
29,Female,165.2,83.5,30.58,2937,57,5598,8.6,1.3,Moderate,5.5,5.68
64,Female,166.7,45.0,16.2,3219,4,6473,8.1,2.5,Low,2.5,2.51
31,Female,158.2,60.3,24.09,2318,22,1347,7.7,3.2,Low,4.26,4.68
34,Other,175.2,69.9,22.77,2860,10,9213,5.7,2.5,Moderate,3.42,4.14
64,Female,162.7,64.5,24.37,2624,45,8402,5.5,2.9,Moderate,4.61,6.02
44,Male,172.5,73.1,24.56,2289,43,2758,8.4,2.2,Low,4.4,5.03
30,Male,177.8,82.4,26.06,1450,78,10309,4.4,2.3,Low,7.5,8.31
18,Female,159.1,96.1,37.95,2809,42,13099,6.9,2.0,Low,3.9,4.21
38,Other,184.6,51.4,15.07,2602,16,5674,7.2,3.2,High,4.74,5.41
65,Male,158.9,77.8,30.83,2494,88,5253,6.4,3.2,Low,5.35,5.98
38,Male,172.1,90.8,30.65,1809,0,11896,7.0,2.1,High,5.28,5.55
51,Female,172.0,61.4,20.74,3279,46,9411,7.5,3.3,High,5.73,6.8
30,Male,173.8,74.5,24.68,2376,51,7524,6.3,1.3,Moderate,4.95,5.5
55,Male,166.5,86.4,31.17,1729,44,10850,8.1,2.4,High,7.39,8.37
55,Female,159.2,78.2,30.86,1648,59,8959,7.7,1.4,Low,8.05,8.66
47,Female,157.2,90.1,36.47,2638,48,12999,6.8,1.6,Low,5.02,5.5
55,Female,163.7,79.7,29.74,2653,58,7941,6.0,1.4,Moderate,5.24,5.57
45,Female,152.9,72.4,30.95,2068,28,9492,6.9,2.0,Moderate,4.82,5.3
36,Male,180.9,56.9,17.39,2531,4,11843,9.5,3.2,High,3.43,4.54
53,Female,165.6,82.4,30.06,2633,43,1000,6.1,2.5,Moderate,4.62,4.91
58,Male,173.1,79.8,26.64,2369,16,11969,8.8,2.1,Low,4.33,5.16
58,Male,166.7,60.1,21.64,1949,24,6232,4.9,2.4,Low,4.36,4.85
28,Female,169.2,88.5,30.9,2780,77,9749,6.0,0.8,Moderate,5.82,6.63
50,Female,167.1,100.8,36.1,2718,88,13824,6.3,3.1,Moderate,6.18,6.86
18,Female,154.7,66.1,27.62,2583,76,6929,8.1,0.8,Moderate,5.51,5.64
45,Male,161.5,64.9,24.89,1883,71,6405,7.1,2.0,High,7.4,8.06
45,Female,155.3,64.2,26.63,1634,46,7808,8.6,2.5,Low,6.57,7.93
35,Female,165.8,47.8,17.38,2338,73,2916,6.6,3.0,Moderate,4.39,5.1
65,Female,163.9,114.1,42.45,2764,54,15696,6.9,2.8,Low,5.91,6.83
60,Female,167.5,69.9,24.91,2820,99,7851,6.6,2.6,Moderate,5.37,6.08
19,Male,182.7,62.5,18.74,2592,19,13759,9.4,3.9,Moderate,4.51,5.38
28,Female,155.5,57.7,23.86,2074,63,6833,5.7,4.4,Moderate,5.59,5.94
27,Female,168.4,71.0,25.03,1897,9,8119,6.4,2.6,Moderate,4.21,4.77
61,Female,158.1,65.5,26.19,2291,63,11304,5.8,2.5,Low,5.74,6.65
42,Female,163.3,103.9,38.95,2296,0,4142,7.7,2.5,High,4.78,5.26
52,Female,151.2,55.5,24.3,2853,11,7641,5.6,2.1,Moderate,3.2,4.17
56,Male,165.8,50.3,18.31,2060,9,11173,9.2,2.9,High,4.18,4.43
54,Male,163.2,87.9,33.02,2101,52,7254,7.1,3.7,Low,6.32,6.94
22,Female,157.0,76.1,30.87,3327,54,6309,7.5,0.8,Low,4.88,5.39
24,Other,175.9,74.0,23.92,3075,113,11903,7.6,2.4,Moderate,5.96,7.49
36,Other,162.4,88.1,33.39,1858,42,12903,7.0,3.9,Moderate,6.18,6.65
34,Male,174.6,80.5,26.4,3034,66,13460,7.1,3.0,Moderate,5.78,6.53
53,Male,167.0,77.2,27.67,1739,49,5637,7.1,3.0,Low,6.64,6.64
25,Female,174.2,52.7,17.37,2082,64,5972,7.6,1.2,Moderate,6.15,6.34
35,Female,153.8,48.0,20.28,2139,49,6349,6.0,3.2,Moderate,5.6,6.31
29,Male,165.0,65.4,24.01,2261,75,10514,5.8,3.5,Low,5.55,6.06
27,Female,169.4,58.5,20.38,2609,15,3811,8.0,2.8,Moderate,4.15,4.67
26,Male,172.7,82.8,27.79,2353,0,4008,7.0,2.0,High,3.71,4.19
27,Female,159.4,45.6,17.96,2607,56,5499,4.6,3.0,Low,4.32,4.85
45,Male,170.5,70.0,24.08,2099,0,4716,6.4,1.7,High,4.26,4.26
37,Male,170.8,74.9,25.68,2487,81,11095,8.8,1.5,High,6.39,6.96
38,Male,189.0,77.3,21.64,2339,29,10859,6.8,3.3,Moderate,4.66,5.18
41,Female,170.9,85.2,29.15,1605,15,6314,6.4,3.6,High,5.79,6.76
53,Female,165.7,72.1,26.28,2541,120,7321,5.2,1.9,Moderate,5.11,6.0
59,Female,160.9,66.0,25.49,2348,44,1000,6.3,1.6,Low,3.91,3.91
43,Male,180.1,100.4,30.94,1943,39,6399,5.6,1.8,Low,5.86,6.2
48,Male,171.4,72.2,24.6,2087,65,12353,7.5,2.8,Moderate,8.02,9.25
53,Male,185.4,103.5,30.12,2099,67,6208,7.1,1.6,Low,6.63,7.55
51,Female,158.1,72.1,28.86,2177,76,4176,6.6,3.8,High,6.83,7.6
24,Male,168.4,77.7,27.42,3179,7,12816,6.1,2.2,High,3.92,4.35
65,Female,171.2,75.5,25.76,3345,60,4099,8.8,2.9,Moderate,3.81,4.66
25,Female,166.7,82.2,29.55,1100,36,13411,6.2,1.9,Moderate,6.88,6.95
37,Female,156.1,70.4,28.91,2544,19,18107,6.2,3.1,High,4.42,4.83
49,Male,182.9,79.7,23.84,2777,46,7617,6.7,3.2,Moderate,4.42,5.14
37,Female,159.7,105.6,41.38,2191,0,12353,6.9,1.1,Low,3.59,4.4
29,Male,173.8,96.9,32.09,2764,70,2158,7.6,2.0,High,5.41,6.08
62,Male,162.4,97.0,36.76,3127,36,2004,8.1,2.5,Moderate,4.47,5.21
21,Female,165.5,53.8,19.67,1614,31,5211,8.0,2.1,Low,5.34,6.0
29,Female,171.0,56.8,19.41,2366,41,10878,9.9,3.4,Low,3.96,4.45
65,Female,166.0,81.9,29.72,3278,40,8006,5.0,2.1,High,4.36,5.42
53,Male,173.1,91.9,30.65,1681,76,7347,7.3,3.2,Low,7.61,8.86
22,Other,182.5,68.7,20.62,2242,14,3482,6.4,3.0,High,4.17,4.75
54,Other,177.5,65.4,20.77,2075,34,7554,9.4,2.5,High,5.08,5.27
64,Male,178.1,103.1,32.51,2825,38,5747,7.2,3.3,Low,4.48,4.99
22,Female,165.1,90.3,33.14,2895,15,4771,4.6,1.2,Low,3.39,4.03
37,Male,171.3,97.0,33.07,2381,49,4474,7.5,2.5,Moderate,5.44,5.44
40,Female,169.6,70.1,24.34,2316,24,8671,7.3,1.9,Low,4.1,5.17
24,Female,154.1,68.6,28.91,1440,5,5478,7.9,2.5,Moderate,5.55,5.93
27,Female,163.6,95.1,35.55,3011,59,7977,6.1,2.2,High,5.28,5.59
26,Female,159.5,73.3,28.82,2123,88,1808,7.4,2.7,Moderate,7.02,7.51
26,Male,167.3,67.0,23.95,2228,46,9760,6.7,2.6,Moderate,5.53,5.97
37,Female,168.1,61.6,21.8,2785,42,8842,6.2,2.7,High,4.72,5.34
40,Female,168.8,68.8,24.14,2398,41,7190,7.4,2.8,High,5.79,6.67
29,Male,162.3,93.8,35.61,2801,30,8565,7.2,3.1,High,5.99,7.03
31,Male,170.2,50.8,17.54,2601,77,11269,8.3,1.5,Low,5.41,6.28
27,Female,161.2,89.3,34.36,2401,47,2929,7.0,3.1,Low,5.75,6.02
56,Female,160.2,65.3,25.42,2455,0,8233,7.7,1.2,Moderate,4.26,4.83
28,Female,149.9,74.2,33.05,1738,78,3432,5.6,0.8,Low,6.56,7.2
61,Female,171.4,75.4,25.66,2225,71,8306,8.7,4.4,Moderate,6.38,7.09
43,Female,159.7,74.0,29.01,2842,61,7094,6.1,1.8,High,5.21,5.98
56,Male,168.5,72.8,25.64,1850,0,7912,8.1,2.2,High,5.04,5.67
48,Male,172.8,70.0,23.43,1942,44,10969,7.3,0.9,Low,5.46,6.03
30,Female,153.3,67.7,28.82,1860,70,10864,7.2,2.2,High,8.48,9.4
46,Female,155.5,101.8,42.06,2376,55,11803,7.9,2.8,Moderate,7.05,7.6
31,Female,172.8,78.5,26.26,3001,50,6612,4.4,2.8,Moderate,3.88,4.81
23,Female,164.0,75.7,28.15,2573,70,10461,6.3,1.5,Low,5.91,6.8
30,Female,157.9,66.4,26.62,1211,48,9773,7.9,2.2,Low,8.17,9.28
31,Female,161.1,70.7,27.22,2624,78,6700,9.3,2.9,High,6.07,6.75
24,Female,169.6,66.5,23.1,2078,49,8410,7.0,2.8,Moderate,5.99,7.09
19,Male,166.2,91.8,33.21,2554,47,7537,4.1,2.7,High,5.01,5.51
63,Female,151.7,64.4,27.99,2225,69,12882,6.6,3.3,Low,6.46,7.19
42,Female,173.4,45.0,14.96,1869,33,10835,6.9,2.5,Low,4.19,5.06
37,Male,175.8,79.0,25.57,2264,14,6824,8.3,3.9,Low,4.98,5.23
62,Female,160.9,73.0,28.17,2079,45,6580,7.1,2.3,Moderate,7.11,7.58
28,Female,153.7,67.5,28.57,2453,61,11351,5.5,3.2,Moderate,6.62,6.99
37,Female,169.4,94.4,32.91,1856,70,12689,8.2,3.3,Moderate,8.5,9.08
58,Female,165.3,45.0,16.46,1737,71,9104,7.7,1.1,Low,7.33,7.74
48,Male,164.5,106.4,39.32,2666,43,10305,6.2,3.0,Low,4.45,5.09
37,Male,186.0,97.0,28.03,2854,40,12560,7.9,2.0,Low,5.17,5.74
30,Male,189.1,66.7,18.66,2590,28,7388,6.3,1.7,Low,3.36,3.86
19,Male,171.1,69.9,23.88,1975,51,8292,6.6,2.2,High,6.16,6.81
22,Female,156.8,87.1,35.41,1929,0,9703,6.4,2.7,Low,3.92,4.28
25,Female,154.9,87.6,36.47,1958,45,6498,6.6,1.2,Low,6.08,6.38
55,Female,174.4,66.6,21.89,2745,124,13946,8.1,2.6,High,7.56,7.74
48,Male,190.1,48.9,13.53,1887,2,6466,4.9,2.4,High,3.84,3.84
38,Male,174.1,116.0,38.27,2742,49,8214,8.3,3.5,Moderate,6.03,6.39
55,Male,169.1,95.2,33.31,2618,55,14707,7.2,2.0,Low,6.5,7.29
25,Female,170.8,80.8,27.71,2918,59,1483,6.5,3.7,Moderate,4.22,4.75
28,Male,163.4,81.2,30.39,2831,17,8755,7.0,2.9,Low,4.05,4.66
36,Female,163.1,89.2,33.51,2571,59,5688,5.9,2.6,Low,5.12,5.58
62,Female,164.0,91.3,33.96,1565,30,8000,5.0,3.7,Moderate,6.45,7.73
47,Female,171.7,45.0,15.27,2605,5,3779,5.9,4.3,High,4.11,4.76
58,Male,179.0,71.7,22.37,2357,71,6701,4.7,2.4,Low,3.99,4.39
29,Male,180.6,69.8,21.39,2113,63,8086,5.4,1.9,Moderate,5.62,5.85
58,Female,162.4,75.1,28.46,2981,17,8834,5.1,3.0,Moderate,3.84,5.04
21,Female,150.3,91.9,40.69,2224,29,11134,8.5,1.3,Moderate,6.23,6.34
28,Male,167.0,45.8,16.41,2035,28,1000,5.5,1.4,Low,3.74,4.07
43,Female,167.8,53.7,19.07,2862,0,7559,7.0,3.8,High,2.83,3.15
20,Female,159.4,65.7,25.88,2097,66,7388,8.3,3.1,Low,6.42,7.0
59,Male,170.9,80.8,27.65,2010,67,7775,8.0,1.8,Low,6.71,7.44
59,Male,181.6,93.0,28.19,1736,35,8112,6.6,5.4,Low,6.24,6.86
43,Male,175.1,107.4,35.02,1889,44,5094,6.7,1.4,Moderate,6.78,7.25
32,Male,171.7,72.8,24.72,1932,48,2585,7.2,3.2,High,7.37,7.48
22,Male,164.6,92.9,34.29,2610,51,8759,9.5,1.9,Low,5.82,7.07
47,Female,165.5,90.8,33.14,1790,7,4520,7.5,4.2,Low,4.99,5.68
43,Male,172.3,87.8,29.57,1371,58,9409,7.8,2.1,High,8.5,9.3
54,Female,163.7,77.6,28.95,2451,12,4719,9.7,2.3,Moderate,3.77,4.14
46,Female,153.0,70.8,30.25,1983,64,10424,7.3,1.0,High,8.5,9.0
24,Male,178.9,58.8,18.37,2291,15,7809,8.4,4.5,Moderate,4.62,5.63
23,Male,187.1,57.6,16.46,2941,8,8052,7.6,2.0,High,4.19,4.19
55,Female,157.9,84.2,33.79,2335,44,7137,7.6,3.0,Moderate,6.21,7.08
25,Other,180.3,77.0,23.7,3054,43,6576,5.8,2.6,Low,3.41,3.92
63,Female,156.5,70.5,28.8,2265,47,7184,5.6,2.1,Moderate,5.4,6.14
23,Male,189.2,90.0,25.14,2803,20,12135,6.4,0.8,Moderate,3.48,4.66
52,Male,177.0,74.4,23.75,2026,50,2629,8.1,2.4,Moderate,5.83,6.26
64,Male,179.6,61.6,19.09,2353,53,5731,8.0,2.4,Moderate,4.97,4.97
39,Female,157.2,73.2,29.62,1833,77,11698,8.6,2.9,Low,8.32,8.53
20,Female,158.7,92.8,36.83,1892,50,10869,7.0,4.5,Moderate,8.29,8.9
60,Female,153.1,59.6,25.43,2187,28,12702,7.6,3.2,Moderate,6.0,7.17
26,Female,166.9,81.8,29.34,1635,7,7792,7.7,3.4,High,6.1,6.56
43,Male,165.9,77.0,27.97,2379,2,3385,6.9,2.3,Low,3.41,4.55
65,Female,148.2,64.3,29.26,2148,54,4122,6.6,1.4,Moderate,5.46,5.46
53,Male,177.3,72.7,23.13,2417,67,6954,5.2,2.3,Moderate,5.34,5.77
20,Female,165.1,49.7,18.24,1643,20,10662,6.8,1.9,Low,4.41,5.37
57,Female,168.7,80.0,28.09,2650,52,7108,6.9,2.6,Moderate,5.0,5.93
25,Female,161.5,53.4,20.49,3148,40,6839,8.4,2.2,Moderate,3.51,3.51
53,Male,177.0,97.3,31.05,3043,65,9389,8.5,1.1,Moderate,6.37,6.68
47,Female,175.9,76.3,24.67,3251,69,8097,7.2,3.7,Low,5.02,5.57
31,Female,162.0,67.7,25.78,2321,0,6457,9.5,2.5,High,3.82,4.19
38,Male,189.5,98.9,27.54,2123,73,4494,7.2,2.3,Low,6.36,7.37
23,Male,167.7,59.4,21.14,2543,52,11314,8.2,1.6,Moderate,5.89,6.49
65,Female,166.8,64.5,23.19,2180,30,11667,6.9,2.2,Moderate,4.37,4.46
29,Male,172.1,45.1,15.22,1429,30,4298,5.6,1.8,Low,4.57,5.33
32,Male,184.0,101.6,29.99,2709,45,6590,6.5,1.5,Low,3.72,4.5
42,Male,156.7,111.7,45.51,2182,30,10334,8.8,2.7,Low,5.61,5.8
50,Male,183.4,47.9,14.24,1566,18,4018,6.7,2.2,Moderate,4.99,5.28
42,Male,166.7,63.3,22.78,2045,25,9278,6.4,3.3,Moderate,4.54,4.89
42,Female,157.7,79.3,31.86,2194,15,6857,7.0,2.3,High,5.3,6.37
45,Male,168.6,68.7,24.18,2305,82,3741,6.5,2.7,Low,4.65,5.21
59,Female,172.6,77.4,25.99,2311,46,14220,8.4,2.7,High,7.16,7.16
36,Male,175.0,75.9,24.78,2984,108,6804,9.3,2.9,High,5.58,5.75
57,Male,168.3,85.3,30.11,1655,55,9835,7.0,1.8,Low,7.98,8.83
55,Male,171.6,60.7,20.62,2223,61,4075,7.6,3.4,Moderate,5.79,6.24
64,Female,162.8,81.5,30.73,1860,15,13433,8.2,1.5,High,6.37,6.54
61,Female,167.3,57.9,20.7,2928,38,14815,7.1,2.6,Low,4.33,4.79
56,Female,174.9,70.6,23.08,2019,47,2742,5.9,1.5,Moderate,5.53,6.48
29,Male,174.0,46.7,15.44,2128,27,7424,6.5,2.5,Moderate,4.46,5.82
55,Male,163.0,70.7,26.62,2824,31,12647,7.5,3.4,Moderate,5.23,5.81
53,Male,171.3,67.7,23.07,2962,56,6360,7.5,3.1,High,5.23,6.0
31,Female,169.0,95.0,33.27,3036,57,9432,4.8,3.6,Moderate,5.87,6.43
50,Male,168.6,76.9,27.05,1478,7,2118,6.5,2.3,Low,3.95,4.63
30,Other,179.4,80.2,24.93,2541,52,5240,6.1,3.4,Moderate,4.11,4.39
43,Female,147.0,77.6,35.89,2435,60,9067,8.1,2.0,Low,6.5,7.61
56,Female,157.3,45.0,18.19,2274,28,5936,6.2,2.2,Moderate,3.89,4.33
27,Female,165.8,45.0,16.36,2333,25,6738,6.4,2.7,Moderate,4.72,4.93
34,Male,160.1,72.3,28.19,2942,57,2695,6.4,3.4,Moderate,4.15,4.48
56,Female,163.3,83.0,31.14,2819,0,10289,7.9,2.1,High,4.55,5.38
39,Male,183.9,73.8,21.82,2748,45,3311,8.2,3.2,Moderate,4.48,4.83
64,Female,169.1,62.4,21.84,2403,90,13392,7.6,2.8,Moderate,6.83,7.96
18,Female,164.4,73.7,27.26,3435,0,5610,8.3,2.9,High,2.95,3.77
52,Male,174.4,72.1,23.71,2099,68,10802,8.5,1.8,Low,6.7,7.6
57,Female,163.1,92.0,34.59,1492,60,10457,4.8,2.3,Moderate,8.16,8.61
62,Male,180.5,91.0,27.92,2167,4,4552,7.7,2.5,Moderate,4.64,5.02
25,Male,184.2,68.0,20.05,2328,59,5984,6.6,2.9,Moderate,4.93,5.54
65,Female,155.5,77.1,31.88,2951,73,6398,5.5,1.9,High,5.69,5.87
36,Male,181.4,83.0,25.21,2044,12,6636,6.6,1.4,High,4.15,4.92
34,Female,167.5,85.6,30.51,2545,25,3458,7.9,0.8,Moderate,5.28,6.2
35,Female,170.1,107.7,37.24,1561,45,9868,8.7,3.3,High,8.5,8.86
48,Female,164.9,77.5,28.49,2840,72,5589,5.4,3.4,Low,4.28,5.12
49,Male,171.4,99.0,33.72,2334,29,7600,7.7,0.8,Moderate,5.05,5.74
40,Male,169.8,57.1,19.81,2159,43,11522,9.4,2.7,High,5.38,6.37
21,Other,164.5,66.5,24.59,3365,26,10001,9.2,2.3,Moderate,2.64,3.82
65,Male,160.8,45.0,17.41,2834,45,5825,4.0,3.7,Moderate,3.84,4.72
28,Female,161.1,80.7,31.09,1780,74,11643,9.6,2.4,High,8.33,8.91
22,Male,171.9,89.7,30.34,2245,47,10329,8.2,3.1,Low,6.39,7.41
46,Male,174.8,45.0,14.72,3668,34,5529,4.2,2.2,Moderate,2.13,2.74
37,Female,147.3,81.4,37.51,3289,44,6200,6.1,2.0,Moderate,3.46,3.96
47,Female,140.2,88.9,45.24,2761,22,11501,8.5,3.3,Moderate,5.2,5.59
60,Female,161.1,87.9,33.86,1376,17,10725,7.4,3.6,High,7.27,7.9
22,Female,178.2,56.5,17.78,2966,78,2741,6.3,1.5,Moderate,4.01,4.96
31,Male,181.0,91.9,28.05,1982,90,4480,7.1,3.6,Low,7.51,7.75
42,Male,173.2,78.2,26.06,2961,0,10433,7.7,1.7,High,3.72,3.89
55,Male,170.5,88.6,30.48,1938,61,3889,6.3,0.8,Low,5.85,6.02
46,Female,151.7,75.7,32.89,2544,69,10817,6.8,2.6,Moderate,6.34,7.3
36,Male,168.1,84.9,30.02,1979,11,14775,8.1,3.1,High,5.8,6.54
47,Female,153.6,98.0,41.51,2118,31,9306,6.2,1.2,High,5.51,6.63
65,Male,169.5,74.3,25.87,2611,28,4769,5.4,0.8,Moderate,4.23,4.65
